;links;names;addresses;states;prices;bedrooms;bathrooms;built_ups;built_years;house_types;furnishings;prices_per_sqft;images
63;https://www.propertyguru.com.my/property-listing/mount-austin-setia-indah-for-rent-by-tan-chong-soon-31229370;Mount Austin, Setia Indah;Mount Austin, Johor Bahru, Johor;Johor;1100;3;2;1200;N.A;1-storey Terraced House;Partially Furnished;0.92;https://my1-cdn.pgimgs.com/listing/31229370/UPHO.148325864.R400X300/Mount-Austin-Setia-Indah-Johor-Bahru-Malaysia.jpg
64;https://www.propertyguru.com.my/property-listing/seri-riana-residence-for-rent-by-kenny-lee-31285101;Seri Riana Residence;Jln Wangsa Delima 7 Off Jalan Wangsa Perdana 1, Wangsa Maju, Wangsa Maju, Kuala Lumpur;Kuala Lumpur;3100;3;2;1528;2016;Condominium;Partially Furnished;2.03;https://my1-cdn.pgimgs.com/listing/31285101/UPHO.148815470.R400X300/Seri-Riana-Residence-Wangsa-Maju-Malaysia.jpg
65;https://www.propertyguru.com.my/property-listing/eve-suite-for-rent-by-topman-cheong-31000842;Eve Suite;Jalan PJU 1a/41, Ara Damansara, Petaling Jaya, Selangor;Selangor;1600;1;1;680;2014;Service Residence;Fully Furnished;2.35;https://my2-cdn.pgimgs.com/listing/31000842/UPHO.146269957.R400X300/Eve-Suite-Petaling-Jaya-Malaysia.jpg
66;https://www.propertyguru.com.my/property-listing/residency-v-for-rent-by-jacky-wan-30474989;Residency V;Jalan Sepadu 5 Off Taman United, Old Klang Road (Jalan Klang Lama), Kuala Lumpur;Kuala Lumpur;1850;2;2;645;2017;Service Residence;Fully Furnished;2.87;https://my1-cdn.pgimgs.com/listing/30474989/UPHO.141620202.R400X300/Residency-V-Old-Klang-Road-Jalan-Klang-Lama-Malaysia.jpg
67;https://www.propertyguru.com.my/property-listing/south-view-serviced-apartments-for-rent-by-ling-ling-chong-31266600;South View Serviced Apartments;2 Jalan Kerinchi, Kerinchi, Bangsar South, Kuala Lumpur;Kuala Lumpur;2800;2;2;850;2017;Service Residence;Fully Furnished;3.29;https://my1-cdn.pgimgs.com/listing/31266600/UPHO.148657206.R400X300/South-View-Serviced-Apartments-Bangsar-South-Malaysia.jpg
68;https://www.propertyguru.com.my/property-listing/cypress-condominium-for-rent-by-emmy-yap-30830297;Cypress Condominium;Bandar Sungai Long, Kajang, Selangor;Selangor;2800;5;3;1500;N.A;Condominium;Partially Furnished;1.87;https://my2-cdn.pgimgs.com/listing/30830297/UPHO.147870383.R400X300/Cypress-Condominium-Kajang-Malaysia.jpg
69;https://www.propertyguru.com.my/property-listing/kenwingston-square-garden-cyberjaya-for-rent-by-danson-ong-30949713;Kenwingston Square Garden, Cyberjaya;Cyber 9 Persiaran Bestari, Cyberjaya, Sepang, Selangor;Selangor;1300;2;1;650;2020;Service Residence;Fully Furnished;2;https://my2-cdn.pgimgs.com/listing/30949713/UPHO.145811101.R400X300/Kenwingston-Square-Garden-Cyberjaya-Sepang-Malaysia.jpg
70;https://www.propertyguru.com.my/property-listing/ekocheras-service-apartment-for-rent-by-ft-lim-31091668;EkoCheras Service Apartment;Jalan Cheras, Taman Mutiara Barat, Cheras 9 Miles, Taman Taynton View, Cheras, Kuala Lumpur;Kuala Lumpur;1960;1;2;792;2017;Service Residence;Fully Furnished;2.47;https://my2-cdn.pgimgs.com/listing/31091668/UPHO.147085581.R400X300/EkoCheras-Service-Apartment-Cheras-Malaysia.jpg
71;https://www.propertyguru.com.my/property-listing/united-point-residence-north-kiara-for-rent-by-catherine-lim-31223819;United Point Residence @ North Kiara;Jalan Lang Emas North Kiara, Kepong, Kuala Lumpur;Kuala Lumpur;1800;2;2;829;2020;Apartment;Partially Furnished;2.17;https://my2-cdn.pgimgs.com/listing/31223819/UPHO.148276393.R400X300/United-Point-Residence-North-Kiara-Kepong-Malaysia.jpg
72;https://www.propertyguru.com.my/property-listing/united-point-residence-north-kiara-for-rent-by-kingslee-31287628;United Point Residence @ North Kiara;Jalan Lang Emas North Kiara, Kepong, Kuala Lumpur;Kuala Lumpur;1600;3;2;958;2020;Apartment;N.A;1.67;https://my2-cdn.pgimgs.com/listing/31287628/UPHO.148837995.R400X300/United-Point-Residence-North-Kiara-Kepong-Malaysia.jpg
73;https://www.propertyguru.com.my/property-listing/hartamas-regency-i-for-rent-by-ling-ling-chong-29187025;Hartamas Regency I;Jalan Duta Kiara, Sri Hartamas, Kuala Lumpur;Kuala Lumpur;3000;3;3;1570;2005;Condominium;Fully Furnished;1.91;https://my2-cdn.pgimgs.com/listing/29187025/UPHO.130531211.R400X300/Hartamas-Regency-I-Sri-Hartamas-Malaysia.jpg
74;https://www.propertyguru.com.my/property-listing/kenwingston-square-garden-cyberjaya-for-rent-by-michael-chua-29315823;Kenwingston Square Garden, Cyberjaya;Cyber 9 Persiaran Bestari, Cyberjaya, Sepang, Selangor;Selangor;1300;2;1;650;2020;Service Residence;Fully Furnished;2;https://my1-cdn.pgimgs.com/listing/29315823/UPHO.144073548.R400X300/Kenwingston-Square-Garden-Cyberjaya-Sepang-Malaysia.jpg
75;https://www.propertyguru.com.my/property-listing/kenwingston-square-garden-cyberjaya-for-rent-by-michael-chua-30682190;Kenwingston Square Garden, Cyberjaya;Cyber 9 Persiaran Bestari, Cyberjaya, Sepang, Selangor;Selangor;1000;1;1;450;2020;Service Residence;Fully Furnished;2.22;https://my1-cdn.pgimgs.com/listing/30682190/UPHO.143417954.R400X300/Kenwingston-Square-Garden-Cyberjaya-Sepang-Malaysia.jpg
76;https://www.propertyguru.com.my/property-listing/lakefront-residence-cyberjaya-for-rent-by-michael-chua-29309702;LakeFront Residence @ Cyberjaya;LakeFront Residence Persiaran Semarak Api, Cyberjaya, Sepang, Selangor;Selangor;1300;3;2;950;2018;Condominium;Partially Furnished;1.37;https://my2-cdn.pgimgs.com/listing/29309702/UPHO.146888871.R400X300/LakeFront-Residence-Cyberjaya-Sepang-Malaysia.jpg
77;https://www.propertyguru.com.my/property-listing/the-scott-soho-for-rent-by-jacky-wan-22776482;The Scott SOHO;289 Kompleks Rimbun Scott Garden, Old Klang Road (Jalan Klang Lama), Kuala Lumpur;Kuala Lumpur;1400;1;2;775;2011;Service Residence;Fully Furnished;1.81;https://my1-cdn.pgimgs.com/listing/22776482/UPHO.100164182.R400X300/The-Scott-SOHO-Old-Klang-Road-Jalan-Klang-Lama-Malaysia.jpg
78;https://www.propertyguru.com.my/property-listing/kenwingston-square-garden-cyberjaya-for-rent-by-danson-ong-31154669;Kenwingston Square Garden, Cyberjaya;Cyber 9 Persiaran Bestari, Cyberjaya, Sepang, Selangor;Selangor;1050;1;1;450;2020;Condominium;Fully Furnished;2.33;https://my1-cdn.pgimgs.com/listing/31154669/UPHO.147653060.R400X300/Kenwingston-Square-Garden-Cyberjaya-Sepang-Malaysia.jpg
79;https://www.propertyguru.com.my/property-listing/suasana-bukit-ceylon-for-rent-by-larry-wong-30071625;Suasana Bukit Ceylon;Persiaran Raja Chulan, Bukit Bintang, KL City, Kuala Lumpur;Kuala Lumpur;3300;3;2;1281;2014;Service Residence;Fully Furnished;2.58;https://my1-cdn.pgimgs.com/listing/30071625/UPHO.138171812.R400X300/Suasana-Bukit-Ceylon-KL-City-Malaysia.jpg
